N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,target
0.492643313,0.252079808,0,4,3,3,0,2,1,3,2,3,4,1,2,1,1,1,1,1,1
0.631567226,0.481691794,0.401988533,1,2,1,0,0,1,3,4,4,3,1,2,1,1,1,1,1,1
0.653429566,0.506125859,0.213540864,3,4,0,0,4,4,1,3,3,5,1,1,1,2,1,1,1,1
0.606626914,0.544303609,0.190165513,0,3,3,2,4,4,2,3,2,2,2,2,1,2,1,1,1,1
0.522836688,0.518780238,0.29933798,0,4,3,4,3,3,3,4,5,5,2,1,1,2,1,1,1,1
0.764101546,0.427767827,0.379795938,4,3,0,0,0,4,2,2,4,5,1,1,2,2,1,1,1,1
0.863178732,0.525975047,0.370983043,2,3,3,3,0,1,1,5,4,2,2,1,2,2,1,1,1,1
0.683842132,0.405090057,0.44390422,3,0,4,2,2,2,1,2,4,3,2,2,2,2,1,1,1,1
0.672584112,0.572921395,0.314828267,4,4,0,3,0,4,2,2,4,3,1,2,1,1,1,1,1,1
0.606643082,0.504298371,0.408983111,4,1,3,1,1,4,3,3,4,3,1,2,1,1,1,1,1,1
0.509544123,0.484577984,0.25655585,0,3,4,0,2,0,1,3,2,4,2,1,1,2,1,1,1,1
0.787302334,0.435390104,0.489880843,2,4,1,3,1,2,1,3,5,1,2,2,2,2,1,1,1,1
0.793320592,0.525630821,0.278261491,2,2,2,4,2,0,0,1,3,5,1,2,2,1,1,1,1,1
0.629023655,0.536349237,0.333656377,0,2,1,2,0,3,3,3,5,4,2,1,1,1,1,1,1,1
0.51523519,0.788180167,0.357458238,4,0,1,3,1,2,0,3,2,1,2,1,1,1,1,1,1,1
0.658079441,0.596282483,0.492203074,4,0,4,4,4,4,2,1,1,1,1,2,1,2,1,1,1,1
0.526110751,0.544989704,0.346048491,3,1,2,1,2,4,0,5,4,1,2,2,2,1,1,1,1,1
0.476734355,0.526790314,0.472994161,4,1,3,2,4,2,4,3,2,4,1,2,2,2,1,1,1,1
0.763312256,0.389367343,0.329635005,0,3,3,3,0,2,4,5,5,3,1,1,1,2,1,1,1,1
0.549601092,0.340010895,0.302965864,0,0,2,3,2,2,3,1,5,5,2,2,2,1,1,1,1,1
0.938901038,0.546274585,0.308706232,2,0,1,1,4,1,0,5,4,3,1,1,2,1,1,1,1,1
0.59470819,0.458905494,0.221971712,1,2,4,2,3,3,1,4,4,3,2,1,2,1,1,1,1,1
0.624519854,0.564348145,0.264646777,1,0,3,1,2,3,0,1,4,4,2,1,1,1,1,1,1,1
0.552541326,0.512436258,0.35668875,1,2,2,2,1,4,3,4,5,3,1,2,1,2,1,1,1,1
0.807471338,0.472738372,0.209104187,0,1,0,4,1,3,4,1,3,2,1,2,1,1,1,1,1,1
0.622554102,0.593897792,0.327559994,3,1,2,2,1,4,4,3,3,1,2,2,2,1,1,1,1,1
0.598143778,0.525001239,0.115309058,0,2,4,0,3,4,0,1,4,1,1,2,2,2,1,1,1,1
0.671321483,0.676658892,0.312549607,4,1,2,4,2,3,0,1,1,5,1,2,2,2,1,1,1,1
0.951360536,0.541230253,0.332820547,1,1,2,3,1,4,3,5,2,5,2,1,1,2,1,1,1,1
0.635654828,0.538470752,0.315136086,2,4,2,2,2,2,0,2,5,4,1,1,1,2,1,1,1,1
0.490806174,0.750256067,0.266923081,2,0,2,4,3,0,1,3,3,2,1,2,1,2,1,1,1,1
0.625322698,0.435770899,0.198802329,3,3,2,2,0,0,0,4,2,4,2,2,2,2,1,1,1,1
0.793713253,0.506375557,0.228065663,3,2,3,4,4,1,3,2,1,2,1,1,2,1,1,1,1,1
0.746679732,0.375735857,0.129700306,3,3,4,2,0,2,3,3,2,4,2,1,1,2,1,1,1,1
0.703135262,0.445714691,0.251947566,1,1,2,3,3,2,4,1,2,1,2,2,2,1,1,1,1,1
0.499749457,0.64914674,0.281788288,0,1,3,4,3,1,4,5,4,3,1,1,1,1,1,1,1,1
0.581716134,0.622734113,0.413705517,3,4,4,2,1,3,2,5,4,4,1,1,2,1,1,1,1,1
0.661734023,0.586576421,0.269651067,3,2,1,2,1,3,3,2,1,5,2,2,1,1,1,1,1,1
0.662783593,0.35698427,0.278893112,0,0,0,0,4,0,3,3,4,5,1,1,2,2,1,1,1,1
0.742278603,0.553729991,0.337349338,0,0,2,0,2,3,2,4,2,5,1,2,1,1,1,1,1,1
0.696466002,0.479779355,0.385621385,2,0,3,2,2,3,1,1,2,3,1,1,2,1,1,1,1,1
0.553601713,0.53321304,0.585109452,1,4,0,0,4,1,1,1,3,1,2,2,1,1,1,1,1,1
0.661212416,0.664615354,0.339527993,4,3,3,2,2,4,3,1,5,1,1,1,1,2,1,1,1,1
0.614340884,0.44909913,0.447871698,2,2,2,3,2,4,2,4,2,5,2,1,2,2,1,1,1,1
0.835987975,0.448397057,0.179501679,4,0,1,4,3,1,0,5,3,2,2,1,2,1,1,1,1,1
0.721012796,0.539784823,0.209070756,2,4,0,3,4,1,4,5,4,1,2,2,1,2,1,1,1,1
0.509784988,0.436665392,0.344349325,2,4,2,3,0,1,4,4,1,2,1,2,2,2,1,1,1,1
0.747446272,0.386319498,0.378029943,3,2,2,3,0,3,0,4,1,5,2,1,1,1,1,1,1,1
0.832697996,0.55222895,0.285826076,2,3,2,4,1,4,0,5,4,2,2,1,2,1,1,1,1,1
0.578150271,0.547830024,0.37257721,4,4,2,2,0,0,3,4,3,2,2,2,2,1,1,1,1,1
0.767990433,0.488776384,0.172824958,0,2,0,3,2,0,2,3,2,4,2,1,2,1,1,1,1,1
0.805711239,0.517654833,0.358406498,0,4,1,1,2,4,1,3,5,4,1,1,1,1,1,1,1,1
0.602991071,0.457182696,0.345068643,1,1,1,4,4,4,4,3,1,5,2,2,2,1,1,1,1,1
0.739969297,0.519476816,0.188864422,1,4,0,4,3,2,3,4,4,2,2,1,1,2,1,1,1,1
0.735707022,0.473977272,0.174737754,1,4,1,4,4,1,3,2,5,3,2,2,1,1,1,1,1,1
0.869737643,0.494939873,0.437809974,4,4,4,3,3,4,4,5,2,4,2,2,2,1,1,1,1,1
0.620379263,0.44664047,0.275909705,1,4,4,4,3,3,4,4,5,4,2,1,2,1,1,1,1,1
0.58802821,0.473811794,0.299708597,3,3,4,2,3,3,0,3,1,3,1,1,1,1,1,1,1,1
0.652332167,0.46213668,0.263647787,4,3,3,4,4,3,0,2,3,1,2,1,2,1,1,1,1,1
0.701565838,0.531795714,0.35061011,2,2,4,2,3,0,4,5,3,1,1,1,2,1,1,1,1,1
0.612766098,0.3898256,0.355606735,1,3,4,0,0,1,1,2,4,1,2,2,2,1,1,1,1,1
0.697036632,0.486981373,0.442067914,4,1,2,2,0,4,2,5,1,4,2,1,2,2,1,1,1,1
0.682173882,0.487340744,0.368763091,4,1,2,0,3,3,4,5,1,4,2,2,1,2,1,1,1,1
0.781632643,0.6042654,0.32026473,0,2,1,1,2,1,2,2,1,4,1,1,2,2,1,1,1,1
0.758512282,0.486145329,0.257770757,4,3,0,1,0,2,1,4,4,1,1,1,2,2,1,1,1,1
0.679612667,0.443021407,0.415344474,0,2,2,0,2,2,1,5,2,1,2,1,1,1,1,1,1,1
0.683663655,0.530828015,0.318703364,1,1,1,3,1,4,3,5,4,3,1,2,2,2,1,1,1,1
0.692225658,0.60240008,0.342456838,2,1,4,2,0,2,0,5,4,1,2,1,1,1,1,1,1,1
0.783055068,0.471722406,0.345954543,3,1,1,1,1,1,0,3,4,1,2,2,2,2,1,1,1,1
0.448221378,0.540557955,0.226107098,4,3,4,2,2,0,4,3,1,1,2,1,2,1,1,1,1,1
0.748095323,0.362849429,0.324331387,4,3,0,1,2,1,0,1,3,5,2,2,1,1,1,1,1,1
0.599021242,0.354000292,0.312761391,2,3,3,4,1,2,4,3,3,5,2,1,2,2,1,1,1,1
0.662815309,0.440443299,0.200675941,3,2,2,0,2,4,3,5,4,3,2,2,1,1,1,1,1,1
0.683814255,0.568949018,0.468690407,3,2,0,1,2,0,4,2,2,2,2,2,2,1,1,1,1,1
0.62410875,0.436556842,0.35548545,2,2,2,3,2,0,2,1,5,1,2,1,1,2,1,1,1,1
0.598741593,0.51073158,0.46879287,4,0,3,3,3,1,1,5,2,1,1,2,1,1,1,1,1,1
0.713022279,0.754284396,0.358260352,0,0,4,2,3,1,1,4,5,2,2,2,1,2,1,1,1,1
0.672668287,0.510348536,0.35684586,2,0,1,4,2,4,3,1,1,4,2,2,1,2,1,1,1,1
0.884604859,0.643611156,0.30165446,4,1,1,0,1,2,1,4,1,3,1,1,2,1,1,1,1,1
0.602547719,0.378794635,0.305866374,3,1,3,0,3,0,3,5,4,4,2,2,2,2,1,1,1,1
0.662696076,0.374554004,0.420631997,0,3,1,1,1,3,2,2,5,1,2,1,2,2,1,1,1,1
0.854186529,0.566162528,0.339188085,1,0,1,0,0,4,3,3,1,5,2,1,1,2,1,1,1,1
0.764571252,0.49816125,0.239759929,0,0,3,0,2,1,0,5,4,3,2,1,2,2,1,1,1,1
0.889553644,0.393559921,0.378263887,3,3,4,4,0,4,0,1,5,3,2,2,1,1,1,1,1,1
0.618335648,0.490477436,0.521381041,2,3,1,0,1,0,0,1,1,2,1,1,1,2,1,1,1,1
0.658466552,0.561749673,0.209495229,3,4,1,3,1,3,2,4,1,1,2,2,2,2,1,1,1,1
0.7303439,0.47902135,0.433731359,3,4,1,2,3,4,0,2,2,1,2,1,1,2,1,1,1,1
0.580533124,0.306279232,0.427666481,0,4,1,3,2,1,3,1,4,4,1,2,2,1,1,1,1,1
0.504737289,0.404259644,0.508765816,3,0,2,1,2,4,0,1,2,4,1,2,1,1,1,1,1,1
0.713079846,0.473051268,0.347565566,0,2,4,3,4,3,2,4,2,3,2,1,1,2,1,1,1,1
0.680747564,0.477693058,0.350901638,1,2,4,1,4,1,1,1,5,1,1,2,1,2,1,1,1,1
0.700530936,0.539644167,0.202640317,4,4,3,1,1,4,0,3,3,3,1,2,2,2,1,1,1,1
0.370171418,0.411726266,0.347166535,4,0,4,0,0,4,0,2,1,2,1,2,1,1,1,1,1,1
0.655558045,0.547462433,0.07968173,4,4,2,1,2,0,2,5,1,1,1,1,1,2,1,1,1,1
0.634098717,0.684966359,0.483239348,2,3,0,0,2,1,4,1,3,2,2,1,2,1,1,1,1,1
0.711209879,0.393420935,0.391511168,4,0,1,4,1,0,4,5,1,1,1,1,1,1,1,1,1,1
0.542799428,0.529374878,0.435780617,2,0,1,4,1,2,4,3,4,1,1,2,1,1,1,1,1,1
0.612761921,0.530005273,0.308618762,0,0,3,3,3,3,2,1,2,2,2,1,1,1,1,1,1,1
0.744214161,0.507364301,0.272514606,4,4,4,4,2,1,2,4,4,3,2,2,2,2,1,1,1,1
0.726882658,0.454903046,0.331585743,1,3,2,0,0,4,3,1,3,4,2,2,2,2,1,1,1,1
0.871489257,0.526548444,0.315993101,4,2,4,2,3,4,3,3,5,4,1,2,2,2,1,1,1,1
0.828499425,0.532917108,0.537354281,4,0,4,2,0,3,4,4,3,5,2,1,1,1,1,1,1,1
0.651827887,0.554126552,0.397626333,3,1,4,3,4,1,2,5,2,4,2,1,1,1,1,1,1,1
0.509225208,0.553067116,0.353377847,1,1,4,3,1,4,1,1,2,3,2,2,2,2,1,1,1,1
0.782766552,0.557205437,0.262832305,2,2,1,2,0,4,1,3,2,1,1,1,1,1,1,1,1,1
0.554177654,0.236647706,0.444122944,2,3,2,4,0,0,4,3,3,4,2,1,1,1,1,1,1,1
0.931168485,0.382718267,0.326087168,4,2,2,0,1,2,2,1,1,1,1,1,1,2,1,1,1,1
0.717209231,0.529667518,0.339495365,1,4,4,1,0,4,3,4,3,4,1,1,2,2,1,1,1,1
0.655224482,0.467372287,0.450087609,3,1,1,4,4,1,1,5,1,2,2,2,1,2,1,1,1,1
0.707893251,0.298042133,0.430016105,4,2,2,3,4,2,2,1,5,3,2,2,1,2,1,1,1,1
0.466950229,0.498973144,0.182504083,4,2,2,3,0,4,2,3,4,3,2,1,1,2,1,1,1,1
0.779897344,0.409326535,0.374903087,4,3,2,4,2,4,0,1,5,1,2,1,1,1,1,1,1,1
0.643167306,0.498479998,0.412792698,0,0,4,2,2,3,0,2,3,1,2,1,1,1,1,1,1,1
0.607366465,0.470084333,0.202147008,2,1,0,4,2,1,3,4,1,5,2,1,2,2,1,1,1,1
0.782674718,0.615416697,0.136691658,0,0,0,4,3,1,0,4,4,1,2,2,1,2,1,1,1,1
0.747154031,0.449938279,0.378375201,2,4,2,3,1,0,3,3,3,2,2,2,1,1,1,1,1,1
0.733502801,0.633637443,0.313263008,3,3,0,4,1,2,0,5,2,1,1,1,1,2,1,1,1,1
0.469233856,0.581999027,0.561128109,4,2,4,4,3,2,0,4,4,1,2,1,1,2,1,1,1,1
0.748644274,0.563926255,0.223162988,4,4,3,4,3,1,1,4,2,4,1,2,1,1,1,1,1,1
0.610821549,0.343208312,0.310675806,3,2,2,0,0,3,3,2,3,4,2,2,1,2,1,1,1,1
0.603789366,0.582762211,0.09744472,0,0,4,4,2,2,1,4,5,1,2,2,1,2,1,1,1,1
0.599861286,0.417459628,0.331451226,0,0,3,0,2,3,3,1,5,4,2,2,1,2,1,1,1,1
0.578430462,0.506013208,0.324946711,1,3,2,2,0,3,4,5,5,3,1,2,1,1,1,1,1,1
0.696283155,0.542147311,0.409727732,0,3,0,2,3,1,4,5,5,2,2,2,2,1,1,1,1,1
0.599846597,0.497028854,0.292294982,2,4,0,0,4,0,3,4,2,1,1,2,2,2,1,1,1,1
0.793232198,0.553758109,0.072348297,0,4,4,3,2,2,0,4,5,4,2,1,2,2,1,1,1,1
0.771583103,0.670994003,0.284421704,1,4,4,3,2,0,2,4,5,5,2,1,1,1,1,1,1,1
0.706251999,0.41647881,0.374191924,3,4,0,0,3,0,4,4,2,1,2,1,1,2,1,1,1,1
0.514427879,0.459718736,0.492642728,3,3,1,4,1,1,2,3,1,5,2,1,1,2,1,1,1,1
0.873927185,0.603060476,0.186785892,1,1,0,4,1,1,4,3,1,1,1,2,2,2,1,1,1,1
0.630847511,0.529164812,0.36916426,0,0,2,1,3,2,0,4,3,3,1,1,2,1,1,1,1,1
0.700226448,0.452188931,0.241231854,3,3,3,0,2,2,3,2,4,4,2,2,2,2,1,1,1,1
0.541638272,0.508074194,0.239762651,1,3,3,0,0,1,2,1,1,1,2,1,2,2,1,1,1,1
0.806091176,0.710498565,0.172462437,0,2,2,0,3,3,3,2,2,3,2,1,1,1,1,1,1,1
0.768775661,0.50216001,0.282336654,2,2,4,3,1,3,2,5,5,1,1,2,1,1,1,1,1,1
0.708416734,0.529263711,0.358625636,4,2,2,0,2,3,1,3,3,2,2,2,2,1,1,1,1,1
0.837297398,0.453100731,0.142980931,3,0,2,3,1,2,2,4,1,1,2,1,1,1,1,1,1,1
0.872392972,0.461041693,0.531465887,4,0,1,1,0,2,4,3,3,4,1,1,2,2,1,1,1,1
0.59484818,0.488745113,0.400623408,4,3,1,2,2,0,4,4,1,5,2,1,2,2,1,1,1,1
0.70057836,0.41256845,0.484263262,1,0,0,4,4,2,3,1,2,1,1,2,1,1,1,1,1,1
0.704509471,0.672860099,0.311961496,1,2,1,4,0,1,2,2,1,2,1,2,2,1,1,1,1,1
0.652067621,0.505331077,0.131595195,1,2,3,2,4,1,3,2,4,4,2,2,1,1,1,1,1,1
0.762102236,0.483565343,0.293138962,0,3,3,4,4,3,4,3,2,3,2,1,2,2,1,1,1,1
0.58025619,0.527284466,0.367753142,3,3,3,0,3,3,1,1,4,4,1,1,2,1,1,1,1,1
0.725778037,0.406198941,0.291279237,4,2,0,3,1,2,3,2,1,2,2,2,1,1,1,1,1,1
0.735696172,0.583771235,0.252255431,1,4,0,3,2,1,1,2,2,1,2,2,2,2,1,1,1,1
0.728742343,0.448653229,0.28351795,2,0,0,2,4,2,4,3,2,1,1,1,1,2,1,1,1,1
0.74368387,0.477978966,0.372092321,4,0,4,2,3,0,2,2,4,5,2,2,1,1,1,1,1,1
0.603281918,0.369410567,0.217261933,4,3,4,2,3,2,0,3,1,2,2,1,2,1,1,1,1,1
0.601692676,0.601714853,0.353517744,4,4,2,1,4,0,0,4,1,2,2,1,1,2,1,1,1,1
0.571838094,0.530515172,0.437207952,3,3,3,1,2,3,2,1,3,4,1,2,2,2,1,1,1,1
0.813499502,0.333757271,0.168712685,0,3,4,1,1,0,2,4,5,1,1,2,1,2,1,1,1,1
0.539948984,0.419702734,0.196922182,2,0,4,2,0,2,4,4,1,5,1,1,1,2,1,1,1,1
0.601797958,0.419081927,0.34741191,0,0,4,3,1,4,3,5,1,1,1,2,2,2,1,1,1,1
0.839134176,0.608301032,0.494944105,3,0,2,0,0,2,4,1,3,1,1,2,2,2,1,1,1,1
0.624926626,0.532586507,0.390334859,3,1,3,4,3,3,1,5,5,2,2,2,1,2,1,1,1,1
0.633239915,0.432341913,0.308394347,3,3,0,3,2,2,2,5,1,5,1,2,1,2,1,1,1,1
0.629084815,0.509137886,0.390803818,3,2,0,4,0,0,1,2,4,5,1,2,2,1,1,1,1,1
0.491523737,0.533036982,0.401245848,2,3,3,4,1,3,1,1,2,3,2,1,2,1,1,1,1,1
0.87338165,0.30263382,0.487261771,4,4,3,1,3,1,0,5,3,3,1,1,2,2,1,1,1,1
0.697052411,0.434520323,0.30283678,4,2,1,4,1,1,1,5,2,2,2,1,2,2,1,1,1,1
0.66639069,0.714831458,0.223207449,3,1,0,1,3,1,0,3,5,5,2,2,1,1,1,1,1,1
0.632108378,0.469886233,0.365606288,3,4,3,0,4,3,3,3,2,4,2,2,2,2,1,1,1,1
0.847882276,0.536239934,0.218693918,0,2,0,0,3,1,4,5,4,4,2,2,1,1,1,1,1,1
0.875989605,0.421061061,0.167141525,4,4,0,0,2,3,4,3,2,5,2,2,2,2,1,1,1,1
0.813937895,0.423386644,0.342516859,0,0,4,0,1,3,2,5,2,2,1,2,2,1,1,1,1,1
0.66366012,0.678234198,0.28113442,3,0,1,0,3,4,0,1,2,1,2,1,2,1,1,1,1,1
0.840370786,0.499383771,0.313976893,2,3,4,2,4,2,2,1,3,4,2,1,2,1,1,1,1,1
0.607695914,0.591431224,0.093883346,1,0,0,4,2,1,1,2,4,2,1,2,2,1,1,1,1,1
0.747415265,0.464305134,0.273601753,2,1,4,1,1,0,1,4,4,2,2,2,2,1,1,1,1,1
0.685852721,0.422820833,0.266092103,0,3,2,0,1,2,4,3,1,2,1,1,2,2,1,1,1,1
0.74766176,0.4125412,0.399602029,0,0,3,1,2,4,0,2,3,3,1,1,1,2,1,1,1,1
0.6672232,0.5412347,0.276986684,1,3,1,0,1,0,0,2,4,1,1,1,1,1,1,1,1,1
0.828303295,0.357232734,0.528991167,1,2,2,4,1,4,2,4,5,4,1,1,2,1,1,1,1,1
0.567644808,0.535110658,0.3421612,1,0,2,4,2,3,0,2,2,4,1,2,1,1,1,1,1,1
0.756489813,0.499697622,0.369705787,1,0,1,0,0,0,1,4,3,2,1,1,1,1,1,1,1,1
0.772726009,0.487471853,0.338642351,2,0,4,1,0,3,4,1,4,5,1,1,1,1,1,1,1,1
0.620394251,0.445843139,0.261630415,4,1,0,4,3,4,4,5,2,2,1,2,2,2,1,1,1,1
0.845106397,0.692848838,0.382979693,1,3,1,4,0,2,4,1,5,1,1,2,2,2,1,1,1,1
0.623513745,0.560194446,0.17043356,0,2,3,2,2,4,1,4,4,2,2,2,2,2,1,1,1,1
0.641152945,0.532235803,0.281546884,2,3,1,0,3,4,0,3,3,2,2,1,1,2,1,1,1,1
0.455557194,0.48143248,0.162350206,1,2,2,0,3,0,2,1,1,3,1,1,2,1,1,1,1,1
0.773021026,0.466834765,0.20839054,2,0,2,4,2,1,0,1,1,2,1,1,1,2,1,1,1,1
0.72402003,0.381337294,0.442408109,0,1,0,2,4,3,1,4,2,3,1,1,2,2,1,1,1,1
0.66968798,0.454090213,0.168202652,0,0,0,0,0,0,4,5,2,2,1,2,2,1,1,1,1,1
0.803476635,0.394306283,0.217642117,2,2,0,1,2,4,0,1,1,4,1,2,2,2,1,1,1,1
0.96705903,0.552561227,0.255589769,1,1,0,1,1,4,1,4,2,5,2,1,2,2,1,1,1,1
0.784108383,0.409480056,0.192676291,0,1,1,1,3,3,1,3,1,5,2,1,2,1,1,1,1,1
0.682164127,0.341419866,0.18398821,0,2,0,1,4,4,1,4,1,5,1,1,1,1,1,1,1,1
0.640005085,0.460091793,0.284112655,0,1,2,0,3,3,1,1,4,1,2,2,2,2,1,1,1,1
0.399307101,0.412709769,0.337788122,1,4,3,4,3,0,2,1,5,2,2,2,1,2,1,1,1,1
0.724727985,0.526934873,0.280579208,4,1,2,3,0,4,0,4,1,5,1,2,2,2,1,1,1,1
0.651834174,0.551827084,0.448595019,0,0,3,2,0,2,4,3,1,2,1,2,2,1,1,1,1,1
0.543001488,0.616031673,0.371873436,0,3,4,3,3,4,3,3,4,5,1,1,1,1,1,1,1,1
0.627174608,0.302390766,0.303283578,2,1,2,0,0,3,4,3,3,3,1,1,2,1,1,1,1,1
0.572411654,0.467955878,0.348617692,1,0,4,3,2,1,4,5,1,1,2,2,2,2,1,1,1,1
0.62209911,0.672429602,0.273483473,1,2,0,3,4,4,0,2,2,5,1,1,2,2,1,1,1,1
0.443695632,0.523685348,0.471523037,1,2,2,2,3,0,1,2,2,5,1,1,1,1,1,1,1,1
0.792025933,0.360390741,0.209979512,1,0,3,4,2,2,3,3,5,4,2,2,2,2,1,1,1,1
0.572629851,0.391760022,0.328920603,1,3,0,0,3,4,1,2,5,5,1,2,1,1,1,1,1,1
0.610040282,0.565372626,0.241357334,3,1,1,3,2,3,3,1,2,5,2,2,1,1,1,1,1,1
0.913864087,0.408814411,0.230173162,4,2,4,2,4,3,1,1,2,2,1,1,1,2,1,1,1,1
0.815681116,0.555184325,0.475454693,2,0,2,4,0,3,2,3,1,4,2,2,2,1,1,1,1,1
0.828898701,0.382953062,0.272863412,0,3,1,2,1,1,4,4,2,3,1,2,2,1,1,1,1,1
0.518459513,0.428915831,0.330830671,4,2,0,1,0,0,2,4,5,2,1,2,1,1,1,1,1,1
0.716123479,0.527681052,0.382018177,4,1,4,1,4,1,3,5,2,1,2,2,2,2,1,1,1,1
0.756199235,0.577539838,0.380962929,2,2,1,1,0,0,2,5,4,4,2,2,2,2,1,1,1,1
0.618342112,0.496846418,0.442371284,1,0,1,1,0,0,2,2,5,5,2,2,2,2,1,1,1,1
0.727902484,0.596890493,0.266939274,0,4,3,2,1,0,1,4,2,3,2,2,2,2,1,1,1,1
0.681922699,0.432316022,0.422637597,4,3,1,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1
0.781745452,0.544190397,0.282615182,1,2,4,0,2,3,4,5,3,1,1,1,1,1,1,1,1,1
0.589295302,0.411739702,0.45786632,4,1,3,0,3,0,3,2,1,1,1,1,2,1,1,1,1,1
0.585502188,0.379906534,0.385851503,0,0,3,2,2,4,3,3,5,4,1,2,1,2,1,1,1,1
0.931607654,0.569006861,0.264084426,2,2,3,3,0,2,2,1,3,2,1,1,1,1,1,1,1,1
0.597108508,0.641119637,0.461565182,2,3,3,1,1,4,4,2,1,5,2,1,2,2,1,1,1,1
0.495589645,0.495293655,0.278815486,3,3,2,1,0,4,4,3,3,2,1,2,2,1,1,1,1,1
0.660964855,0.442464359,0.200001661,2,2,3,4,2,2,0,5,4,1,2,2,1,2,1,1,1,1
0.723803178,0.512221747,0.332842636,3,4,2,2,3,0,2,3,1,5,2,2,2,2,1,1,1,1
0.521258725,0.437347278,0.308948395,3,2,4,2,2,3,4,4,5,3,2,1,2,2,1,1,1,1
0.702793439,0.431071536,0.340222409,1,2,3,4,3,2,4,1,5,1,2,2,2,2,1,1,1,1
0.701212678,0.350817099,0.3195599,1,3,0,0,2,0,0,1,3,4,2,1,1,1,1,1,1,1
0.67624244,0.582936426,0.182609881,1,3,3,3,4,4,0,5,1,5,1,1,2,2,1,1,1,1
0.676807198,0.451462897,0.335199578,3,4,0,2,4,4,1,4,4,3,1,2,1,2,1,1,1,1
0.70088038,0.552414705,0.301507418,4,0,4,4,1,4,3,4,5,3,1,1,1,1,1,1,1,1
0.962238109,0.425685739,0.368272075,4,3,4,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1
0.787352249,0.404330424,0.160697665,3,2,0,0,1,1,0,3,2,2,1,2,2,2,1,1,1,1
0.688087588,0.289483951,0.243839485,3,3,0,2,2,2,3,2,4,3,2,2,2,1,1,1,1,1
0.595873291,0.394872488,0.375539094,2,2,3,2,3,2,4,1,5,4,2,2,1,2,1,1,1,1
0.676567795,0.556642159,0.056876807,2,4,3,0,2,0,0,1,3,4,2,2,2,1,1,1,1,1
0.803144292,0.566536963,0.57084312,3,1,1,0,0,2,2,2,2,2,2,2,1,2,1,1,1,1
0.647942263,0.563649649,0.407240703,1,1,3,4,3,3,1,2,4,1,2,1,1,2,1,1,1,1
0.668479641,0.646593136,0.411299015,0,4,3,0,0,2,0,5,3,5,1,1,1,1,1,1,1,1
0.464634335,0.652381195,0.407412199,1,0,0,0,0,2,4,2,5,1,1,2,1,2,1,1,1,1
0.579023566,0.512194995,0.410602532,2,2,1,4,1,0,2,1,5,3,1,1,2,1,1,1,1,1
0.55482247,0.530804995,0.290997223,3,0,4,2,4,1,4,3,5,5,2,1,1,2,1,1,1,1
0.814693537,0.572849608,0.520214074,3,0,3,3,1,2,4,3,3,1,1,1,2,1,1,1,1,1
0.546808647,0.740789628,0.372898624,4,2,3,0,1,2,1,2,1,5,1,2,2,1,1,1,1,1
0.681451262,0.498192842,0.379605008,2,4,3,3,3,0,1,5,5,5,2,2,1,1,1,1,1,1
0.577116742,0.43225521,0.246922427,0,2,1,3,3,3,0,2,4,5,2,2,1,2,1,1,1,1
0.759245418,0.493388735,0.410200025,2,1,4,1,0,3,1,2,3,3,2,1,2,2,1,1,1,1
0.730489603,0.442917807,0.352557869,1,4,2,1,3,3,2,4,2,3,1,2,1,2,1,1,1,1
0.650169989,0.410297235,0.405313643,3,0,2,0,4,2,4,3,5,2,1,1,1,2,1,1,1,1
0.780932858,0.339594671,0.35426603,3,0,3,2,2,1,0,5,4,5,1,2,1,2,1,1,1,1
0.637635396,0.728702231,0.426311598,0,3,3,0,2,0,0,5,3,4,1,1,2,2,1,1,1,1
0.69891652,0.475631849,0.296161476,1,2,3,4,0,2,3,1,5,1,1,2,1,2,1,1,1,1
0.658249659,0.594519516,0.20621811,2,1,2,3,1,1,0,4,5,4,1,1,2,2,1,1,1,1
0.609553298,0.569685936,0.192684565,4,1,4,4,1,4,3,4,1,5,1,1,2,2,1,1,1,1
0.707677256,0.500765388,0.218809349,4,0,3,3,1,2,1,2,2,3,1,2,1,1,1,1,1,1
0.589771219,0.410233175,0.174083959,0,1,3,2,0,1,4,1,4,5,2,1,1,2,1,1,1,1
0.711757062,0.463085702,0.530455337,1,0,0,0,3,3,4,3,2,2,1,1,2,2,1,1,1,1
0.530845658,0.514242317,0.420845356,4,1,3,1,2,1,0,4,5,3,2,1,2,2,1,1,1,1
0.621389058,0.323674494,0.402786417,4,0,2,3,4,0,0,3,5,2,1,2,1,2,1,1,1,1
0.586297085,0.477802714,0.403113382,0,0,4,1,0,0,3,4,2,4,1,2,1,1,1,1,1,1
0.705018867,0.459862378,0.397244236,1,0,3,4,1,3,4,5,4,4,1,1,1,1,1,1,1,1
0.681223607,0.433117944,0.274156322,0,0,0,1,1,1,3,3,5,3,2,2,2,2,1,1,1,1
0.603553979,0.414305272,0.301128634,2,4,0,1,1,3,0,4,4,1,2,1,1,1,1,1,1,1
0.650797964,0.58897681,0.276528039,3,4,1,0,3,4,1,1,4,2,2,2,2,2,1,1,1,1
0.643560402,0.404324075,0.386065405,0,3,4,1,1,4,1,5,3,2,2,2,2,1,1,1,1,1
