C1,C2,C3,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,target
1,5,0,0.551158852,0.575509079,0.442786446,0.398091576,0.381404403,0.347518102,0.25379769,0.551158852,0.575509079,0.442786446,0.398091576,0.381404403,0.347518102,0.25379769,0.398091576,0.381404403,0.347518102,1
1,5,3,0.395208906,0.666107004,0.297529449,0.395009926,0.365271344,0.565929879,0.556281371,0.395208906,0.666107004,0.297529449,0.395009926,0.365271344,0.565929879,0.556281371,0.395009926,0.365271344,0.565929879,1
2,5,3,0.53232349,0.537509489,0.380897714,0.85314019,0.505466017,0.300072975,0.501766086,0.53232349,0.537509489,0.380897714,0.85314019,0.505466017,0.300072975,0.501766086,0.85314019,0.505466017,0.300072975,1
2,3,3,0.550901113,0.78689177,0.607252232,0.568452538,0.32304204,0.586861592,0.376178235,0.550901113,0.78689177,0.607252232,0.568452538,0.32304204,0.586861592,0.376178235,0.568452538,0.32304204,0.586861592,1
1,5,3,0.527457765,0.223293503,0.680528208,0.465270873,0.370052079,0.44493669,0.680498574,0.527457765,0.223293503,0.680528208,0.465270873,0.370052079,0.44493669,0.680498574,0.465270873,0.370052079,0.44493669,1
3,5,0,0.630657499,0.747264872,0.437043072,0.911495785,0.411663045,0.700599497,0.75001681,0.630657499,0.747264872,0.437043072,0.911495785,0.411663045,0.700599497,0.75001681,0.911495785,0.411663045,0.700599497,1
1,5,2,0.467345952,0.36956345,0.416817003,0.697071102,0.36828798,0.378304802,0.316165264,0.467345952,0.36956345,0.416817003,0.697071102,0.36828798,0.378304802,0.316165264,0.697071102,0.36828798,0.378304802,1
1,3,3,0.979297683,0.697040224,0.618050976,0.64700453,0.661184838,0.538161515,0.608616974,0.979297683,0.697040224,0.618050976,0.64700453,0.661184838,0.538161515,0.608616974,0.64700453,0.661184838,0.538161515,1
1,5,0,0.456736237,0.424237232,0.440514235,0.331075792,0.384018147,0.658935002,0.492092247,0.456736237,0.424237232,0.440514235,0.331075792,0.384018147,0.658935002,0.492092247,0.331075792,0.384018147,0.658935002,1
1,5,3,0.634406307,0.413611531,0.543793815,0.53794144,0.829353368,0.435319519,0.326518437,0.634406307,0.413611531,0.543793815,0.53794144,0.829353368,0.435319519,0.326518437,0.53794144,0.829353368,0.435319519,1
1,5,3,0.380804209,0.454779762,0.396836166,0.518986349,0.299232093,0.779765536,0.360690758,0.380804209,0.454779762,0.396836166,0.518986349,0.299232093,0.779765536,0.360690758,0.518986349,0.299232093,0.779765536,1
1,5,3,0.605594379,0.32880019,0.418698651,0.327386729,0.371356655,0.558462939,0.50016793,0.605594379,0.32880019,0.418698651,0.327386729,0.371356655,0.558462939,0.50016793,0.327386729,0.371356655,0.558462939,1
1,5,4,0.424182078,0.542250928,0.490025906,0.506005248,0.341080913,0.546541534,0.564901003,0.424182078,0.542250928,0.490025906,0.506005248,0.341080913,0.546541534,0.564901003,0.506005248,0.341080913,0.546541534,1
1,5,3,0.340922291,0.398029957,0.179795573,0.316143575,0.395275895,0.628517017,0.3317241,0.340922291,0.398029957,0.179795573,0.316143575,0.395275895,0.628517017,0.3317241,0.316143575,0.395275895,0.628517017,1
1,5,3,0.436687699,0.596625441,0.448078956,0.249650683,0.525398832,0.435674068,0.897427126,0.436687699,0.596625441,0.448078956,0.249650683,0.525398832,0.435674068,0.897427126,0.249650683,0.525398832,0.435674068,1
1,5,3,0.493665594,0.448885614,0.605582685,0.670626144,0.332717729,0.63722849,0.550200138,0.493665594,0.448885614,0.605582685,0.670626144,0.332717729,0.63722849,0.550200138,0.670626144,0.332717729,0.63722849,1
0,2,3,0.522537486,0.129363155,0.252234373,0.37942726,0.575885461,0.37352552,0.657430483,0.522537486,0.129363155,0.252234373,0.37942726,0.575885461,0.37352552,0.657430483,0.37942726,0.575885461,0.37352552,1
0,0,3,0.623239575,0.371126145,0.646633895,0.315277189,0.238094312,0.587746736,0.407592113,0.623239575,0.371126145,0.646633895,0.315277189,0.238094312,0.587746736,0.407592113,0.315277189,0.238094312,0.587746736,1
3,2,1,0.559224741,0.568505148,0.437198169,0.491878139,0.347063961,0.640899045,0.541817,0.559224741,0.568505148,0.437198169,0.491878139,0.347063961,0.640899045,0.541817,0.491878139,0.347063961,0.640899045,1
1,1,3,0.265948528,0.508892278,0.477651643,0.370561094,0.445907365,0.493270685,0.536582894,0.265948528,0.508892278,0.477651643,0.370561094,0.445907365,0.493270685,0.536582894,0.370561094,0.445907365,0.493270685,1
1,0,3,0.464786999,0.429774135,0.709765237,0.383612753,0.598851635,0.388004077,0.680126646,0.464786999,0.429774135,0.709765237,0.383612753,0.598851635,0.388004077,0.680126646,0.383612753,0.598851635,0.388004077,1
1,3,3,0.59391503,0.455412508,0.342253013,0.318457901,0.279468435,0.320668637,0.589161707,0.59391503,0.455412508,0.342253013,0.318457901,0.279468435,0.320668637,0.589161707,0.318457901,0.279468435,0.320668637,1
1,5,3,0.35454307,0.344543935,0.716429603,0.781515421,0.480451583,0.718816399,0.405365932,0.35454307,0.344543935,0.716429603,0.781515421,0.480451583,0.718816399,0.405365932,0.781515421,0.480451583,0.718816399,1
1,5,3,0.64656918,0.56908314,0.464528524,0.742551174,0.661025505,0.605434131,0.368467539,0.64656918,0.56908314,0.464528524,0.742551174,0.661025505,0.605434131,0.368467539,0.742551174,0.661025505,0.605434131,1
1,1,2,0.456842811,0.484930634,0.382619366,0.879665964,0.671375648,0.491946047,0.586336221,0.456842811,0.484930634,0.382619366,0.879665964,0.671375648,0.491946047,0.586336221,0.879665964,0.671375648,0.491946047,1
1,5,3,0.53365948,0.721790215,0.278973925,0.388462679,0.542093957,0.432751023,0.379577464,0.53365948,0.721790215,0.278973925,0.388462679,0.542093957,0.432751023,0.379577464,0.388462679,0.542093957,0.432751023,1
0,5,3,0.506650558,0.39688591,0.522225443,0.644855488,0.369291767,0.313610399,0.239528185,0.506650558,0.39688591,0.522225443,0.644855488,0.369291767,0.313610399,0.239528185,0.644855488,0.369291767,0.313610399,1
1,5,3,0.711150119,0.546397982,0.649103836,0.648443178,0.376885356,0.405287193,0.591924987,0.711150119,0.546397982,0.649103836,0.648443178,0.376885356,0.405287193,0.591924987,0.648443178,0.376885356,0.405287193,1
3,4,3,0.664788371,0.2025111,0.336689038,0.481132895,0.620323269,0.518981055,0.764969299,0.664788371,0.2025111,0.336689038,0.481132895,0.620323269,0.518981055,0.764969299,0.481132895,0.620323269,0.518981055,1
1,5,2,0.405447829,0.556160194,0.435906303,0.801737807,0.450686151,0.489324124,0.60518236,0.405447829,0.556160194,0.435906303,0.801737807,0.450686151,0.489324124,0.60518236,0.801737807,0.450686151,0.489324124,1
1,5,3,0.41379568,0.632223138,0.317167404,0.525483308,0.388704544,0.417457212,0.571229901,0.41379568,0.632223138,0.317167404,0.525483308,0.388704544,0.417457212,0.571229901,0.525483308,0.388704544,0.417457212,1
1,2,3,0.504051967,0.413728944,0.480783533,0.577200829,0.488620943,0.524736643,0.704779731,0.504051967,0.413728944,0.480783533,0.577200829,0.488620943,0.524736643,0.704779731,0.577200829,0.488620943,0.524736643,1
1,4,0,0.579849941,0.446841748,0.148967994,0.588983326,0.540432241,0.437616614,0.494964909,0.579849941,0.446841748,0.148967994,0.588983326,0.540432241,0.437616614,0.494964909,0.588983326,0.540432241,0.437616614,1
1,5,3,0.378278275,0.512121195,0.425708038,0.456647079,0.501829926,0.711797754,0.379126261,0.378278275,0.512121195,0.425708038,0.456647079,0.501829926,0.711797754,0.379126261,0.456647079,0.501829926,0.711797754,1
1,5,3,0.573787659,0.711433657,0.501197607,0.467104895,0.33030388,0.453686495,0.65386684,0.573787659,0.711433657,0.501197607,0.467104895,0.33030388,0.453686495,0.65386684,0.467104895,0.33030388,0.453686495,1
1,2,3,0.552200541,0.772165143,0.577075187,0.590585508,0.531739905,0.542643413,0.675610875,0.552200541,0.772165143,0.577075187,0.590585508,0.531739905,0.542643413,0.675610875,0.590585508,0.531739905,0.542643413,1
3,5,3,0.747869965,0.685290855,0.457902268,0.463969882,0.563334733,0.614097004,0.49857777,0.747869965,0.685290855,0.457902268,0.463969882,0.563334733,0.614097004,0.49857777,0.463969882,0.563334733,0.614097004,1
3,5,3,0.506072307,0.531710241,0.410248315,0.845054716,0.424325823,0.596608187,0.562503208,0.506072307,0.531710241,0.410248315,0.845054716,0.424325823,0.596608187,0.562503208,0.845054716,0.424325823,0.596608187,1
1,5,3,0.410726684,0.506367183,0.700993622,0.588952648,0.321794143,0.311627981,0.711355604,0.410726684,0.506367183,0.700993622,0.588952648,0.321794143,0.311627981,0.711355604,0.588952648,0.321794143,0.311627981,1
1,1,0,0.623691212,0.615028354,0.655885832,0.478261736,0.394688685,0.516203678,0.804751843,0.623691212,0.615028354,0.655885832,0.478261736,0.394688685,0.516203678,0.804751843,0.478261736,0.394688685,0.516203678,1
1,5,3,0.306167689,0.382195424,0.688571492,0.400560499,0.484580184,0.458835551,0.601411348,0.306167689,0.382195424,0.688571492,0.400560499,0.484580184,0.458835551,0.601411348,0.400560499,0.484580184,0.458835551,1
1,5,4,0.198463862,0.330005446,0.191551556,0.531112936,0.334143845,0.457947604,0.499736585,0.198463862,0.330005446,0.191551556,0.531112936,0.334143845,0.457947604,0.499736585,0.531112936,0.334143845,0.457947604,1
1,5,3,0.573478875,0.59733515,0.457757951,0.489609718,0.427126434,0.574404673,0.750213378,0.573478875,0.59733515,0.457757951,0.489609718,0.427126434,0.574404673,0.750213378,0.489609718,0.427126434,0.574404673,1
1,5,3,0.480841946,0.576200115,0.760563734,0.636479658,0.25139927,0.377950106,0.484525241,0.480841946,0.576200115,0.760563734,0.636479658,0.25139927,0.377950106,0.484525241,0.636479658,0.25139927,0.377950106,1
1,5,3,0.690657141,0.561709664,0.582325831,0.481714266,0.502537221,0.640907669,0.628215281,0.690657141,0.561709664,0.582325831,0.481714266,0.502537221,0.640907669,0.628215281,0.481714266,0.502537221,0.640907669,1
1,5,3,0.49038907,0.625890882,0.429228053,0.271140082,0.429492485,0.568158501,0.522766655,0.49038907,0.625890882,0.429228053,0.271140082,0.429492485,0.568158501,0.522766655,0.271140082,0.429492485,0.568158501,1
1,5,3,0.586525958,0.326165975,0.308354027,0.33273857,0.373655249,0.528188338,0.542036268,0.586525958,0.326165975,0.308354027,0.33273857,0.373655249,0.528188338,0.542036268,0.33273857,0.373655249,0.528188338,1
1,5,3,0.55976397,0.548790774,0.775690723,0.667696078,0.528573393,0.349265188,0.435449978,0.55976397,0.548790774,0.775690723,0.667696078,0.528573393,0.349265188,0.435449978,0.667696078,0.528573393,0.349265188,1
1,3,3,0.475285368,0.608206845,0.715050391,0.474830595,0.140530359,0.304899806,0.41625431,0.475285368,0.608206845,0.715050391,0.474830595,0.140530359,0.304899806,0.41625431,0.474830595,0.140530359,0.304899806,1
1,2,3,0.501526977,0.852510149,0.209123267,0.390809157,0.308359878,0.509875221,0.496268402,0.501526977,0.852510149,0.209123267,0.390809157,0.308359878,0.509875221,0.496268402,0.390809157,0.308359878,0.509875221,1
1,1,1,0.416066269,0.387674007,0.741424801,0.586651359,0.649040829,0.402389333,0.705204165,0.416066269,0.387674007,0.741424801,0.586651359,0.649040829,0.402389333,0.705204165,0.586651359,0.649040829,0.402389333,1
1,5,3,0.207172923,0.536482057,0.26578999,0.368946228,0.446318641,0.517076774,0.563330042,0.207172923,0.536482057,0.26578999,0.368946228,0.446318641,0.517076774,0.563330042,0.368946228,0.446318641,0.517076774,1
1,3,1,0.576986552,0.511380534,0.372766611,0.479210231,0.232899242,0.680528892,0.814265763,0.576986552,0.511380534,0.372766611,0.479210231,0.232899242,0.680528892,0.814265763,0.479210231,0.232899242,0.680528892,1
1,3,3,0.080718265,0.429611308,0.511270158,0.42153213,0.267064098,0.502208248,0.764052367,0.080718265,0.429611308,0.511270158,0.42153213,0.267064098,0.502208248,0.764052367,0.42153213,0.267064098,0.502208248,1
2,5,3,0.089183671,0.588743562,0.554137912,0.275929112,0.651511587,0.335506945,0.24272193,0.089183671,0.588743562,0.554137912,0.275929112,0.651511587,0.335506945,0.24272193,0.275929112,0.651511587,0.335506945,1
1,5,3,0.605378506,0.444338205,0.482665634,0.239604985,0.441539297,0.41798408,0.130607023,0.605378506,0.444338205,0.482665634,0.239604985,0.441539297,0.41798408,0.130607023,0.239604985,0.441539297,0.41798408,1
1,5,2,0.651229619,0.244720707,0.281739969,0.441075919,0.403228916,0.480167166,0.715046771,0.651229619,0.244720707,0.281739969,0.441075919,0.403228916,0.480167166,0.715046771,0.441075919,0.403228916,0.480167166,1
1,5,3,0.420591019,0.237632207,0.62310535,0.34667626,0.443483031,0.59253272,0.499665037,0.420591019,0.237632207,0.62310535,0.34667626,0.443483031,0.59253272,0.499665037,0.34667626,0.443483031,0.59253272,1
1,4,3,0.455565849,0.650450615,0.615724595,0.671409498,0.365322263,0.49787737,0.417747507,0.455565849,0.650450615,0.615724595,0.671409498,0.365322263,0.49787737,0.417747507,0.671409498,0.365322263,0.49787737,1
1,4,3,0.436410274,0.599967616,0.276247243,0.185357237,0.310987239,0.351219254,0.352908082,0.436410274,0.599967616,0.276247243,0.185357237,0.310987239,0.351219254,0.352908082,0.185357237,0.310987239,0.351219254,1
0,5,4,0.554830109,0.548096105,0.501214846,0.375989285,0.348166619,0.493760747,0.498919716,0.554830109,0.548096105,0.501214846,0.375989285,0.348166619,0.493760747,0.498919716,0.375989285,0.348166619,0.493760747,1
1,5,3,0.521133823,0.689698291,0.623355354,0.447920049,0.452263301,0.555868794,0.717608434,0.521133823,0.689698291,0.623355354,0.447920049,0.452263301,0.555868794,0.717608434,0.447920049,0.452263301,0.555868794,1
1,5,3,0.401294031,0.707633996,0.56120729,0.463530865,0.353854071,0.525523817,0.547309168,0.401294031,0.707633996,0.56120729,0.463530865,0.353854071,0.525523817,0.547309168,0.463530865,0.353854071,0.525523817,1
1,5,3,0.418084223,0.637119753,0.800383199,0.6527679,0.236818484,0.421580384,0.609936338,0.418084223,0.637119753,0.800383199,0.6527679,0.236818484,0.421580384,0.609936338,0.6527679,0.236818484,0.421580384,1
1,5,3,0.309345475,0.546095986,0.413779624,0.508407496,0.332258852,0.593600038,0.338379297,0.309345475,0.546095986,0.413779624,0.508407496,0.332258852,0.593600038,0.338379297,0.508407496,0.332258852,0.593600038,1
1,5,3,0.411170353,0.415917773,0.679269241,0.618741128,0.78624549,0.356541046,0.324267589,0.411170353,0.415917773,0.679269241,0.618741128,0.78624549,0.356541046,0.324267589,0.618741128,0.78624549,0.356541046,1
1,5,3,0.570378742,0.518904879,0.580900807,0.422439428,0.238083772,0.728076448,0.438416748,0.570378742,0.518904879,0.580900807,0.422439428,0.238083772,0.728076448,0.438416748,0.422439428,0.238083772,0.728076448,1
0,5,1,0.604953911,0.518317964,0.747262419,0.51090284,0.84748812,0.694371539,0.457639943,0.604953911,0.518317964,0.747262419,0.51090284,0.84748812,0.694371539,0.457639943,0.51090284,0.84748812,0.694371539,1
1,5,3,0.4465652,0.605325268,0.472980279,0.340719172,0.374250954,0.507817069,0.428016826,0.4465652,0.605325268,0.472980279,0.340719172,0.374250954,0.507817069,0.428016826,0.340719172,0.374250954,0.507817069,1
1,5,3,0.716316977,0.442897644,0.399398432,0.185402116,0.338493906,0.312824859,0.960496144,0.716316977,0.442897644,0.399398432,0.185402116,0.338493906,0.312824859,0.960496144,0.185402116,0.338493906,0.312824859,1
1,2,0,0.409911408,0.364685718,0.447813309,0.636458658,0.488193914,0.573822127,0.416180819,0.409911408,0.364685718,0.447813309,0.636458658,0.488193914,0.573822127,0.416180819,0.636458658,0.488193914,0.573822127,1
3,4,3,0.45905196,0.394213097,0.677790884,0.575191214,0.444463013,0.400493849,0.699274592,0.45905196,0.394213097,0.677790884,0.575191214,0.444463013,0.400493849,0.699274592,0.575191214,0.444463013,0.400493849,1
1,5,3,0.401820133,0.36228881,0.585059186,0.648781232,0.610241373,0.633613783,0.424441964,0.401820133,0.36228881,0.585059186,0.648781232,0.610241373,0.633613783,0.424441964,0.648781232,0.610241373,0.633613783,1
1,5,3,0.138532232,0.350233675,0.543317489,0.699036192,0.429125121,0.520131193,0.749234239,0.138532232,0.350233675,0.543317489,0.699036192,0.429125121,0.520131193,0.749234239,0.699036192,0.429125121,0.520131193,1
1,5,3,0.344444331,0.627007838,0.29190982,0.374385444,0.464629527,0.568209976,0.56806031,0.344444331,0.627007838,0.29190982,0.374385444,0.464629527,0.568209976,0.56806031,0.374385444,0.464629527,0.568209976,1
1,5,3,0.475037274,0.64334807,0.643403768,0.187198721,0.578190328,0.596471688,0.385729998,0.475037274,0.64334807,0.643403768,0.187198721,0.578190328,0.596471688,0.385729998,0.187198721,0.578190328,0.596471688,1
1,5,3,0.527345839,0.307132486,0.658196596,0.437933813,0.487625115,0.428760062,0.432927245,0.527345839,0.307132486,0.658196596,0.437933813,0.487625115,0.428760062,0.432927245,0.437933813,0.487625115,0.428760062,1
1,2,3,0.542295299,0.500824975,0.448424808,0.268670851,0.506034461,0.519443058,0.730394358,0.542295299,0.500824975,0.448424808,0.268670851,0.506034461,0.519443058,0.730394358,0.268670851,0.506034461,0.519443058,1
2,5,3,0.736073829,0.551294007,0.582216569,0.500600711,0.311207295,0.434199609,0.602384126,0.736073829,0.551294007,0.582216569,0.500600711,0.311207295,0.434199609,0.602384126,0.500600711,0.311207295,0.434199609,1
1,5,3,0.477785056,0.486973308,0.593627998,0.678245348,0.527812051,0.777758052,0.535309662,0.477785056,0.486973308,0.593627998,0.678245348,0.527812051,0.777758052,0.535309662,0.678245348,0.527812051,0.777758052,1
1,5,3,0.733427058,0.384073519,0.541926166,0.369628517,0.398782666,0.578637426,0.832749095,0.733427058,0.384073519,0.541926166,0.369628517,0.398782666,0.578637426,0.832749095,0.369628517,0.398782666,0.578637426,1
1,5,3,0.638928736,0.455123911,0.468282426,0.282655983,0.564353503,0.370175728,0.42365897,0.638928736,0.455123911,0.468282426,0.282655983,0.564353503,0.370175728,0.42365897,0.282655983,0.564353503,0.370175728,1
0,4,4,0.557942064,0.435524067,0.245003592,0.547282149,0.205339728,0.383553387,0.53033578,0.557942064,0.435524067,0.245003592,0.547282149,0.205339728,0.383553387,0.53033578,0.547282149,0.205339728,0.383553387,1
1,5,3,0.267707331,0.357184876,0.271798456,0.7040498,0.510375828,0.63062247,0.528844591,0.267707331,0.357184876,0.271798456,0.7040498,0.510375828,0.63062247,0.528844591,0.7040498,0.510375828,0.63062247,1
3,1,3,0.305742621,0.478824652,0.449281038,0.6420609,0.32391446,0.256885138,0.48238297,0.305742621,0.478824652,0.449281038,0.6420609,0.32391446,0.256885138,0.48238297,0.6420609,0.32391446,0.256885138,1
1,2,3,0.745202387,0.50135859,0.377861079,0.516316486,0.386382008,0.464028566,0.610963701,0.745202387,0.50135859,0.377861079,0.516316486,0.386382008,0.464028566,0.610963701,0.516316486,0.386382008,0.464028566,1
1,5,3,0.537135394,0.653166452,0.496987169,0.560050649,0.055428757,0.690223552,0.690367019,0.537135394,0.653166452,0.496987169,0.560050649,0.055428757,0.690223552,0.690367019,0.560050649,0.055428757,0.690223552,1
1,5,3,0.538526046,0.658613799,0.604043592,0.631481218,0.378962798,0.416879855,0.727223673,0.538526046,0.658613799,0.604043592,0.631481218,0.378962798,0.416879855,0.727223673,0.631481218,0.378962798,0.416879855,1
1,5,4,0.64802005,0.509541629,0.475941497,0.629699599,0.665233396,0.340990622,0.563061031,0.64802005,0.509541629,0.475941497,0.629699599,0.665233396,0.340990622,0.563061031,0.629699599,0.665233396,0.340990622,1
1,2,3,0.570039715,0.542178005,0.933010951,0.246205422,0.372106051,0.366401929,0.455857162,0.570039715,0.542178005,0.933010951,0.246205422,0.372106051,0.366401929,0.455857162,0.246205422,0.372106051,0.366401929,1
1,5,3,0.538217035,0.539168891,0.502214191,0.291198192,0.64684568,0.248793966,0.738355491,0.538217035,0.539168891,0.502214191,0.291198192,0.64684568,0.248793966,0.738355491,0.291198192,0.64684568,0.248793966,1
1,5,3,0.484856573,0.546962348,0.488449906,0.431940297,0.70311874,0.256015062,0.70707956,0.484856573,0.546962348,0.488449906,0.431940297,0.70311874,0.256015062,0.70707956,0.431940297,0.70311874,0.256015062,1
0,5,3,0.593598037,0.44118207,0.321167051,0.347713812,0.839594132,0.506949188,0.524249272,0.593598037,0.44118207,0.321167051,0.347713812,0.839594132,0.506949188,0.524249272,0.347713812,0.839594132,0.506949188,1
1,5,3,0.230091956,0.356377628,0.261773842,0.536436543,0.397816804,0.199804209,0.353563952,0.230091956,0.356377628,0.261773842,0.536436543,0.397816804,0.199804209,0.353563952,0.536436543,0.397816804,0.199804209,1
1,2,1,0.594687939,0.275740932,0.378441349,0.661768289,0.326137483,0.113801997,0.477993142,0.594687939,0.275740932,0.378441349,0.661768289,0.326137483,0.113801997,0.477993142,0.661768289,0.326137483,0.113801997,1
1,5,3,0.69568761,0.643525795,0.365241977,0.256439335,0.351917578,0.387857666,0.522311729,0.69568761,0.643525795,0.365241977,0.256439335,0.351917578,0.387857666,0.522311729,0.256439335,0.351917578,0.387857666,1
0,5,2,0.58193199,0.604165224,0.626115992,0.468599284,0.455277351,0.535381196,0.534938625,0.58193199,0.604165224,0.626115992,0.468599284,0.455277351,0.535381196,0.534938625,0.468599284,0.455277351,0.535381196,1
1,5,3,0.224643012,0.577026654,0.441933988,0.410647456,0.149857419,0.601142212,0.426339556,0.224643012,0.577026654,0.441933988,0.410647456,0.149857419,0.601142212,0.426339556,0.410647456,0.149857419,0.601142212,1
1,5,3,0.415685459,0.616405313,0.713839088,0.272598135,0.327592137,0.49221511,0.587178664,0.415685459,0.616405313,0.713839088,0.272598135,0.327592137,0.49221511,0.587178664,0.272598135,0.327592137,0.49221511,1
1,5,0,0.687338104,0.468345079,0.476456363,0.545969741,0.360033837,0.273601694,0.502914068,0.687338104,0.468345079,0.476456363,0.545969741,0.360033837,0.273601694,0.502914068,0.545969741,0.360033837,0.273601694,1
1,3,3,0.294755155,0.507086543,0.483070159,0.509957628,0.538501988,0.410037046,0.631175392,0.294755155,0.507086543,0.483070159,0.509957628,0.538501988,0.410037046,0.631175392,0.509957628,0.538501988,0.410037046,1
0,5,3,0.766436598,0.499153744,0.712480811,0.308070735,0.548228634,0.425965746,0.326835459,0.766436598,0.499153744,0.712480811,0.308070735,0.548228634,0.425965746,0.326835459,0.308070735,0.548228634,0.425965746,1
3,5,3,0.401153884,0.284392253,0.586495952,0.244437695,0.59661691,0.571471362,0.676538532,0.401153884,0.284392253,0.586495952,0.244437695,0.59661691,0.571471362,0.676538532,0.244437695,0.59661691,0.571471362,1
1,5,3,0.471011938,0.712485348,0.561124169,0.377774599,0.520931896,0.299665506,0.5455213,0.471011938,0.712485348,0.561124169,0.377774599,0.520931896,0.299665506,0.5455213,0.377774599,0.520931896,0.299665506,1
1,2,3,0.478618197,0.678244437,0.652957398,0.431711042,0.34015875,0.525012878,0.613635805,0.478618197,0.678244437,0.652957398,0.431711042,0.34015875,0.525012878,0.613635805,0.431711042,0.34015875,0.525012878,1
1,5,3,0.517561604,0.531201443,0.266164045,0.349222005,0.478362655,0.445889039,0.525660563,0.517561604,0.531201443,0.266164045,0.349222005,0.478362655,0.445889039,0.525660563,0.349222005,0.478362655,0.445889039,1
1,4,2,0.457435312,0.636380391,0.362961782,0.628713967,0.312666145,0.687265601,0.428448905,0.457435312,0.636380391,0.362961782,0.628713967,0.312666145,0.687265601,0.428448905,0.628713967,0.312666145,0.687265601,1
1,5,4,0.537118937,0.281524646,0.491502897,0.441591132,0.582960932,0.421385374,0.433523687,0.537118937,0.281524646,0.491502897,0.441591132,0.582960932,0.421385374,0.433523687,0.441591132,0.582960932,0.421385374,1
0,3,3,0.678985981,0.238470749,0.481544559,0.657450024,0.446105818,0.386940735,0.510349546,0.678985981,0.238470749,0.481544559,0.657450024,0.446105818,0.386940735,0.510349546,0.657450024,0.446105818,0.386940735,1
1,2,0,0.509647554,0.510180711,0.398851185,0.504938852,0.546743225,0.700129495,0.704021465,0.509647554,0.510180711,0.398851185,0.504938852,0.546743225,0.700129495,0.704021465,0.504938852,0.546743225,0.700129495,1
1,5,3,0.593222891,0.436965715,0.677218623,0.620922413,0.357226946,0.793607753,0.790951313,0.593222891,0.436965715,0.677218623,0.620922413,0.357226946,0.793607753,0.790951313,0.620922413,0.357226946,0.793607753,1
1,5,3,0.881157991,0.580748452,0.180996948,0.398100255,0.347355478,0.530185679,0.621900044,0.881157991,0.580748452,0.180996948,0.398100255,0.347355478,0.530185679,0.621900044,0.398100255,0.347355478,0.530185679,1
1,5,0,0.715541376,0.306638774,0.649253153,0.890523631,0.522548539,0.426788443,0.432293495,0.715541376,0.306638774,0.649253153,0.890523631,0.522548539,0.426788443,0.432293495,0.890523631,0.522548539,0.426788443,1
1,5,4,0.295432285,0.424241323,0.451521606,0.373085269,0.247743569,0.670830544,0.478506434,0.295432285,0.424241323,0.451521606,0.373085269,0.247743569,0.670830544,0.478506434,0.373085269,0.247743569,0.670830544,1
1,5,1,0.568784819,0.666044696,0.368239055,0.288562577,0.459014396,0.460303965,0.64236299,0.568784819,0.666044696,0.368239055,0.288562577,0.459014396,0.460303965,0.64236299,0.288562577,0.459014396,0.460303965,1
1,1,3,0.508738406,0.465866676,0.495771855,0.353017664,0.666276486,0.423329404,0.67884619,0.508738406,0.465866676,0.495771855,0.353017664,0.666276486,0.423329404,0.67884619,0.353017664,0.666276486,0.423329404,1
1,3,3,0.545605502,0.498729119,0.43895365,0.417829706,0.688180597,0.428697039,0.594411237,0.545605502,0.498729119,0.43895365,0.417829706,0.688180597,0.428697039,0.594411237,0.417829706,0.688180597,0.428697039,1
1,5,3,0.525646948,0.464656784,0.503414586,0.503257956,0.425334053,0.399136452,0.681621207,0.525646948,0.464656784,0.503414586,0.503257956,0.425334053,0.399136452,0.681621207,0.503257956,0.425334053,0.399136452,1
3,5,3,0.565755862,0.549125648,0.705696206,0.500896216,0.371739004,0.674904322,0.847717387,0.565755862,0.549125648,0.705696206,0.500896216,0.371739004,0.674904322,0.847717387,0.500896216,0.371739004,0.674904322,1
1,5,3,0.587892256,0.601149128,0.504821343,0.72433432,0.548917022,0,0.584915274,0.587892256,0.601149128,0.504821343,0.72433432,0.548917022,0,0.584915274,0.72433432,0.548917022,0,1
1,5,3,0.560474751,0.362671677,0.494649908,0.795396533,0.282272946,0.424444212,0.693127119,0.560474751,0.362671677,0.494649908,0.795396533,0.282272946,0.424444212,0.693127119,0.795396533,0.282272946,0.424444212,1
3,5,3,0.742479196,0.484748073,0.621850862,0.390766962,0.438548248,0.516455525,0.510418141,0.742479196,0.484748073,0.621850862,0.390766962,0.438548248,0.516455525,0.510418141,0.390766962,0.438548248,0.516455525,1
1,5,1,0.129476556,0.340572829,0.663235729,0.352664684,0.586125972,0.422900966,0.8123732,0.129476556,0.340572829,0.663235729,0.352664684,0.586125972,0.422900966,0.8123732,0.352664684,0.586125972,0.422900966,1
2,5,3,0.595889922,0.423138394,0.322278497,0.72029759,0.422254303,0.492279794,0.230200501,0.595889922,0.423138394,0.322278497,0.72029759,0.422254303,0.492279794,0.230200501,0.72029759,0.422254303,0.492279794,1
1,5,3,0.466522128,0.419095485,0.302715913,0.518054074,0.301646342,0.468512268,0.53192766,0.466522128,0.419095485,0.302715913,0.518054074,0.301646342,0.468512268,0.53192766,0.518054074,0.301646342,0.468512268,1
1,3,3,0.316478208,0.363024134,0.506892907,0.502558774,0.387801651,0.308470648,0.700911617,0.316478208,0.363024134,0.506892907,0.502558774,0.387801651,0.308470648,0.700911617,0.502558774,0.387801651,0.308470648,1
