N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,target
0.63199832,0.5865291,0.369989111,0.715541376,0.306638774,0.649253153,0.890523631,0.522548539,0.426788443,0.432293495,1,5,0,1,2,2,3,4,0,1,1
0.547865148,0.716272736,0.28432954,0.295432285,0.424241323,0.451521606,0.373085269,0.247743569,0.670830544,0.478506434,1,5,4,1,0,2,4,1,0,1,1
0.766842087,0.498815536,0.334860519,0.568784819,0.666044696,0.368239055,0.288562577,0.459014396,0.460303965,0.64236299,1,5,1,0,2,1,4,3,1,0,1
0.840245107,0.469269977,0.236424284,0.508738406,0.465866676,0.495771855,0.353017664,0.666276486,0.423329404,0.67884619,1,1,3,3,4,1,0,1,4,4,1
0.6862785,0.383467385,0.354369163,0.545605502,0.498729119,0.43895365,0.417829706,0.688180597,0.428697039,0.594411237,1,3,3,3,4,4,2,0,2,1,1
0.459714319,0.48712402,0.233729367,0.525646948,0.464656784,0.503414586,0.503257956,0.425334053,0.399136452,0.681621207,1,5,3,2,0,1,2,3,3,2,1
0.616763673,0.593536323,0.175840871,0.565755862,0.549125648,0.705696206,0.500896216,0.371739004,0.674904322,0.847717387,3,5,3,2,2,2,2,4,4,4,1
0.57960955,0.558934491,0.28051071,0.587892256,0.601149128,0.504821343,0.72433432,0.548917022,0,0.584915274,1,5,3,3,0,2,4,4,4,1,1
0.695524733,0.538230887,0.49086821,0.560474751,0.362671677,0.494649908,0.795396533,0.282272946,0.424444212,0.693127119,1,5,3,1,4,2,0,0,3,0,1
0.54818444,0.404123788,0.334512557,0.742479196,0.484748073,0.621850862,0.390766962,0.438548248,0.516455525,0.510418141,3,5,3,3,1,3,2,1,2,1,1
0.513371615,0.419355605,0.367737996,0.129476556,0.340572829,0.663235729,0.352664684,0.586125972,0.422900966,0.8123732,1,5,1,3,4,0,3,4,4,0,1
0.823860559,0.523747549,0.293696955,0.595889922,0.423138394,0.322278497,0.72029759,0.422254303,0.492279794,0.230200501,2,5,3,2,4,0,3,1,1,3,1
0.6539998,0.609713093,0.077969716,0.466522128,0.419095485,0.302715913,0.518054074,0.301646342,0.468512268,0.53192766,1,5,3,3,4,1,1,4,1,1,1
0.650557947,0.422545424,0.199810552,0.316478208,0.363024134,0.506892907,0.502558774,0.387801651,0.308470648,0.700911617,1,3,3,4,0,2,3,3,4,2,1
0.426762785,0.47994879,0.313050619,0.227905273,0.464919796,0.315910698,0.653700948,0.580594655,0.243698557,0.563791068,2,5,3,2,3,3,3,3,4,0,1
0.652637892,0.349168257,0.21852875,0.356974343,0.532711394,0.616959703,0.387874163,0.252373006,0.511793357,0.579112013,1,4,3,2,4,3,4,0,4,3,1
0.621788906,0.358444641,0.283693179,0.523916612,0.367359686,0.557857965,0.677272934,0.426772197,0.692032061,0.36348246,1,2,3,1,1,2,4,1,4,4,1
0.830317009,0.497061887,0.403444658,0.56575443,0.52670482,0.602606006,0.348311355,0.672304327,0.46288114,0.454315508,3,5,3,2,3,2,3,0,1,2,1
0.661991315,0.419385774,0.287723907,0.44763762,0.584882384,0.50276993,0.125283085,0.615695405,0.548278074,0.597150329,1,3,3,0,3,3,1,1,1,4,1
0.627698015,0.526066041,0.428642101,0.535137583,0.925941625,0.291647697,0.675019139,0.370413562,0.61214115,0.562583663,1,5,3,2,0,0,2,0,4,4,1
0.701632799,0.524648162,0.268431593,0.415194058,0.674130155,0.361262009,0.571381265,0.459476613,0.44019865,0.394177292,1,0,3,4,1,3,4,4,4,4,1
0.72942038,0.451399253,0.235528797,0.465745901,0.304618747,0.671678488,0.686693177,0.368135804,0.468866342,0.234181798,1,3,3,1,1,1,3,1,4,4,1
0.666673325,0.503459063,0.272123947,0.631456604,0.483608894,0.184300243,0.30475364,0.351652679,0.511918236,0.327102457,1,5,3,4,0,3,0,2,1,1,1
0.717993649,0.511301501,0.170054822,0.598060659,0.349254133,0.375939561,0.723328975,0.371214775,0.205370916,0.81289148,1,5,3,4,4,2,1,1,4,2,1
0.917449361,0.428310391,0.307382383,0.551680163,0.373027107,0.351660973,0.744759473,0.550357374,0.466067533,0.305041625,1,5,3,2,2,0,1,0,4,3,1
0.583731078,0.299234148,0.223496425,0.372773322,0.480299494,0.239145792,0.705107848,0.605490546,0.629661797,0.69035743,1,5,3,0,3,4,4,1,0,1,1
0.702056523,0.393658979,0.463858812,0.543109119,0.499152924,0.476720597,0.213433724,0.498341615,0.349227637,0.349335456,1,5,3,0,1,2,0,4,3,0,1
0.494575288,0.371889045,0.372005622,0.533704958,0.377522797,0.195037874,0.622728634,0.490574044,0.605904131,0.574845248,1,0,3,4,0,2,3,1,3,3,1
0.918487075,0.33909671,0.159465384,0.502526306,0.422846321,0.274510593,0.723831254,0.458667425,0.212546974,0.487276218,1,5,3,1,2,3,4,3,0,4,1
0.589683019,0.409383121,0.500236213,0.326606384,0.495980778,0.598519209,0.769943715,0.452346396,0.202454297,0.642628684,1,5,3,4,2,1,1,2,0,3,1
0.673079952,0.599968869,0.41374867,0.426654433,0.693322118,0.454158292,0.339097626,0.200596021,0.350757208,0.621012521,1,5,3,2,3,2,0,1,3,0,1
0.665949002,0.31314782,0.446057723,0.504655429,0.352474046,0.764747123,0.609232365,0.541228171,0.628702787,0.480160176,1,5,3,3,1,1,1,4,4,2,1
0.562831726,0.397796803,0.405751023,0.372812827,0.121039364,0.216542498,0.630957548,0.605175183,0.595256551,0.472840339,1,5,3,2,4,1,0,0,3,2,1
0.87559755,0.482406903,0.383409424,0.391790751,0.538870129,0.321486111,0.590413943,0.494141705,0.460934056,0.544919836,1,5,3,4,3,1,1,4,2,1,1
0.681274188,0.485523073,0.457613548,0.285412777,0.496672846,0.19776336,0.234800375,0.58174534,0.451652352,0.469370563,1,2,3,2,3,1,4,2,1,1,1
0.750294698,0.447533919,0.35939695,0.545207451,0.680323786,0.62699452,0.765666358,0.400460368,0.353362268,0.634015047,1,5,3,2,1,1,3,0,0,1,1
0.510593295,0.371188527,0.252256134,0.654438589,0.575880666,0.580435656,0.705810584,0.194709646,0.44055699,0.379706018,1,5,1,2,3,2,0,4,4,2,1
0.630455021,0.411838844,0.297157326,0.542537788,0.443404457,0.618203782,0.333143359,0.423635788,0.47141659,0.471818008,1,5,3,4,4,4,2,1,2,3,1
0.598858997,0.502983812,0.275131154,0.386197486,0.735529779,0.496598399,0.592986128,0.526870212,0.749577516,0.61981177,1,5,0,2,3,3,0,1,0,2,1
0.720822712,0.603750397,0.248843233,0.493050894,0.345693853,0.465365506,0.797782849,0.569181739,0.458216468,0.564897319,1,5,3,0,2,0,3,2,2,3,1
0.578372571,0.6238361,0.247476319,0.610300991,0.798204789,0.436077791,0.380476373,0.25575452,0.601373736,0.565707589,1,2,0,0,3,3,0,1,1,3,1
0.64506468,0.429472283,0.225973038,0.653965435,0.683274521,0.113336052,0.308975551,0.3449019,0.579312423,0.293858007,1,5,3,0,1,3,1,0,3,0,1
0.708781633,0.550946404,0.41579811,0.557374284,0.790683991,0.512289715,0.543437719,0.387870694,0.447945875,0.427440046,1,5,3,0,0,2,1,4,1,2,1
0.577079696,0.481054974,0.417960374,0.509799309,0.252173204,0.606002643,0.82903511,0.680527814,0.569334336,0.909808833,1,5,3,1,3,0,1,2,3,0,1
0.821931928,0.576842743,0.404243005,0.402998767,0.724599982,0.528982132,0.318927055,0.591389517,0.370388534,0.69864374,1,1,3,4,4,2,0,1,4,1,1
0.594063912,0.611505635,0.224814712,0.428118554,0.723212737,0.554824279,0.276978537,0.39905224,0.408922765,0.628927339,1,5,3,2,1,0,3,4,0,4,1
0.576729536,0.395929708,0.385805866,0.622153886,0.666753475,0.536280438,0.312376024,0.382212585,0.470290352,0.240238482,1,5,3,3,0,3,0,1,4,1,1
0.573662875,0.556613547,0.210671227,0.775810812,0.333523558,0.462293338,0.544982635,0.610522928,0.437013115,0.624339013,0,5,3,1,3,0,4,0,2,1,1
0.611131284,0.390007689,0.136943693,0.643482767,0.809571721,0.338624061,0.556571888,0.52470571,0.701452495,0.403791475,1,3,3,1,4,1,4,3,3,4,1
0.769312777,0.55430334,0.294171492,0.555102846,0.42839714,0.564727908,0.677863916,0.375227738,0.285008135,0.561385702,1,5,3,1,2,3,1,1,3,3,1
0.645804448,0.548868631,0.350332704,0.541196519,0.578991658,0.295741689,0.610561949,0.535730596,0.520397589,0.57597905,2,5,3,4,3,2,1,0,3,1,1
0.77886933,0.440781765,0.238876419,0.48209995,0.580993057,0.434835763,0.530650671,0.331463602,0.4702444,0.617878372,1,5,3,4,0,0,1,2,4,3,1
0.774695977,0.431295585,0.177937204,0.802902206,0.425311606,0.385431124,0.368092013,0.531360521,0.513290003,0.668501883,1,5,3,0,2,1,1,0,4,4,1
0.574866188,0.671185383,0.459936727,0.675206247,0.490484535,0.410696302,0.527117684,0.735191493,0.277691373,0.372392913,1,5,3,4,0,0,0,1,1,3,1
0.834766153,0.448853822,0.12268486,0.535011696,0.57007628,0.524572475,0.601309114,0.515762389,0.595618456,0.676734885,1,2,3,4,3,0,0,2,3,4,1
0.773933146,0.514504622,0.3271749,0.485488895,0.789683713,0.372009069,0.388738562,0.353481709,0.460786578,0.36507851,1,5,3,3,4,4,1,0,4,3,1
0.599693101,0.294674802,0.456571062,0.57641525,0.273238753,0.615722895,0.514819694,0.522849313,0.30914927,0.693305821,1,5,3,0,3,1,4,2,0,2,1
0.724186236,0.664472957,0.38186715,0.585634582,0.488981077,0.597787354,0.428748174,0.361585628,0.475224751,0.795768372,2,5,3,1,1,2,0,1,2,1,1
0.518247072,0.387748183,0.19494328,0.609161375,0.37021389,0.461595583,0.502929243,0.51677455,0.165300624,0.738474657,2,5,3,2,4,1,4,4,3,0,1
0.79284685,0.445466692,0.196164017,0.420699268,0.421897684,0.48751591,0.547230218,0.573393393,0.423690809,0.502665081,1,5,3,3,1,2,4,1,4,0,1
0.594500698,0.611651149,0.398075618,0.26176637,0.475730527,0.529356347,0.781545495,0.432422966,0.677883796,0.461590587,1,5,3,3,4,4,4,1,1,1,1
0.796598707,0.785867657,0.280173285,0.571222281,0.643562674,0.787821869,0.500706749,0.427689142,0.105648656,0.494417747,2,5,3,2,2,3,0,2,2,1,1
0.547960544,0.4579305,0.244502665,0.618333649,0.295000854,0.347573239,0.550411807,0.339497576,0.590174993,0.36317917,1,0,3,2,0,3,2,1,1,3,1
0.628468788,0.424484372,0.304785153,0.656164497,0.492198683,0.59264091,0.488668699,0.179689488,0.566542538,0.481901478,1,0,3,3,3,3,0,3,2,4,1
0.769769169,0.54595353,0.289296043,0.479623201,0.450441306,0.541131337,0.599004227,0.246055178,0.534504008,0.581746315,1,5,3,3,2,1,3,1,3,0,1
0.663933599,0.504432764,0.139214887,0.548079201,0.501224996,0.465407553,0.17498041,0.63757176,0.505544251,0.724341552,1,3,1,2,2,1,1,2,0,0,1
0.843554185,0.401875889,0.346047247,0.634288513,0.452679472,0.472944073,0.753910576,0.494035731,0.341343582,0.436008486,1,5,3,1,3,3,2,0,0,3,1
0.716847908,0.517413697,0.354315201,0.447741754,0.347522358,0.394263895,0.337605938,0.385541675,0.337615015,0.459965943,1,5,3,2,2,1,1,2,0,4,1
0.507422247,0.466758228,0.009259903,0.330239072,0.578196124,0.223754206,0.528969163,0.412870176,0.497235563,0.352892789,1,5,4,0,4,2,3,1,2,1,1
0.712355575,0.55077282,0.191012022,0.318985676,0.499516378,0.364747537,0.619485698,0.190689273,0.540696021,0.762119017,1,2,1,2,2,3,1,2,0,2,1
0.625562817,0.442433448,0.29116108,0.353106258,0.269847505,0.608908572,0.710482612,0.533120862,0.382297569,0.798550872,1,5,3,4,0,4,4,2,0,2,1
0.751387253,0.445468123,0.538781653,0.614189114,0.503488366,0.254376624,0.702220971,0.249707938,0.489052233,0.686353101,2,5,3,3,4,1,3,0,3,4,1
0.55188003,0.483150423,0.17400184,0.421847346,0.472835149,0.443459561,0.417246196,0.407410077,0.634139863,0.505638731,1,5,3,0,2,0,2,4,4,0,1
0.592920993,0.439729548,0.330515142,0.320325989,0.449342059,0.464785893,0.585152039,0.696396028,0.352353432,0.645994592,1,1,3,4,4,4,4,4,2,0,1
0.672916739,0.262482958,0.39182366,0.34013409,0.888506726,0.694887271,0.355049207,0.487186056,0.775312643,0.315047208,1,5,0,4,3,3,1,2,3,1,1
0.928802031,0.55276761,0.345516992,0.627545969,0.813106722,0.581925854,0.619468394,0.448328959,0.255079536,0.649737444,1,5,3,3,1,3,2,0,3,1,1
0.653675589,0.520557659,0.287313766,0.549417538,0.493864228,0.413463258,0.470899152,0.41154677,0.454472843,0.207809802,2,5,3,4,4,4,1,1,4,3,1
0.721529395,0.515174,0.34900789,0.722304681,0.565856747,0.599258111,0.553662875,0.558779365,0.681788931,0.355193444,1,5,3,4,4,1,4,0,0,3,1
0.909803061,0.572187804,0.360882237,0.6853918,0.813601994,0.317728606,0.648313451,0.557031957,0.434012403,0.75195735,3,5,3,0,0,1,2,1,4,4,1
0.651506882,0.617267121,0.294948922,0.641394694,0.627155552,0.374800939,0.549245227,0.570880159,0.533994329,0.519327686,3,3,1,3,0,3,3,1,4,2,1
0.653617088,0.588697023,0.352758354,0.62073574,0.495272825,0.618710351,0.486638205,0.310545874,0.634154805,0.216930664,1,5,1,1,3,0,0,0,1,2,1
0.735241013,0.570614974,0.135947144,0.589237736,0.490591165,0.636108213,0.446660722,0.136340484,0.477179895,0.707106623,1,5,3,1,2,3,2,2,0,2,1
0.716300926,0.460835835,0.568735207,0.478356648,0.436422508,0.462388968,0.389779423,0.467734348,0.633375328,0.50227679,1,2,3,1,0,1,4,1,4,3,1
0.64631721,0.521753099,0.564188953,0.507631398,0.513730016,0.495451249,0.515100008,0.408483638,0.42101741,0.447254084,2,5,3,1,0,2,0,0,4,0,1
0.465782766,0.497448453,0.385725536,0.558706005,0.504084247,0.557646133,0.667068802,0.39958337,0.54263996,0.643272533,1,1,3,2,3,4,0,4,0,4,1
0.539990319,0.510208866,0.314626234,0.501086411,0.499263425,0.452926496,0.360120373,0.283564109,0.433373536,0.361175848,1,5,0,1,1,2,2,0,4,2,1
0.646489773,0.445560073,0.319894923,0.671928783,0.508811524,0.300011903,0.524402008,0.404231643,0.583263722,0.342580974,2,4,3,1,0,3,2,1,3,2,1
0.649245117,0.565242661,0.409521081,0.514529845,0.43321866,0.586760856,0.568523368,0.569793062,0.294040313,0.678248728,1,5,3,4,4,3,2,3,3,4,1
0.543615656,0.181873173,0.419108604,0.480299222,0.390008125,0.228402628,0.252168662,0.382053271,0.322059985,0.341229638,1,5,3,1,3,0,1,3,2,0,1
0.719449287,0.406303698,0.480232202,0.390373152,0.482488517,0.398563543,0.322980646,0.501532149,0.535675329,0.597208006,1,5,1,2,3,1,3,1,1,1,1
0.587383628,0.478181197,0.304884184,0.773976182,0.558804186,0.574729636,0.675282905,0.337542836,0.651833504,0.495019755,1,5,3,1,1,4,3,4,4,0,1
0.578984833,0.511575507,0.342495119,0.351484032,0.338349184,0.48244264,0.420673919,0.660955834,0.328400198,0.605028101,2,5,3,3,1,3,1,3,0,3,1
0.736744003,0.52274975,0.395730449,0.377525229,0.408960077,0.147416754,0.505421572,0.447209958,0.373186471,0.107034242,2,2,1,3,3,3,3,0,1,2,1
0.733666279,0.632242939,0.462256069,0.64332751,0.511224739,0.457926062,0.561207048,0.426185501,0.4520929,0.576573006,1,5,3,2,3,0,0,4,4,2,1
0.558913204,0.386877724,0.326820833,0.558913543,0.334291036,0.728068754,0.397843101,0.369840119,0.664362349,0.50631521,1,5,2,1,3,1,4,2,4,1,1
0.632404161,0.40619409,0.30407328,0.469740118,0.254235256,0.428315333,0.45320711,0.311321212,0.498245043,0.655085772,1,5,3,1,3,3,4,3,2,2,1
0.66408037,0.440206213,0.280061537,0.674446178,0.44562747,0.291960802,0.585251485,0.651809512,0.368135915,0.543735777,2,4,3,2,2,0,2,2,3,3,1
0.83310788,0.493178592,0.217658657,0.375135673,0.55896057,0.593701893,0.558968521,0.709578287,0.758256591,0.341356314,1,5,3,1,1,2,0,3,3,0,1
0.572432205,0.375218566,0.328839032,0.415730249,0.770835402,0.529539385,0.327707297,0.485575797,0.688048375,0.432579457,3,1,3,3,4,0,0,3,1,3,1
0.775100493,0.493926504,0.485888708,0.530968894,0.226700911,0.531473344,0.450248143,0.561627683,0.573973515,0.613583839,2,5,3,0,1,0,2,3,0,0,1
0.54737233,0.689407396,0.161475355,0.923184284,0.510198603,0.438723376,0.702474483,0.39335992,0.560906811,0.463637132,1,5,3,1,0,4,2,4,0,0,1
0.471162646,0.387698961,0.102809823,0.509831729,0.505554943,0.433868536,0.484178291,0.374861964,0.478643736,0.587898535,3,5,3,1,3,4,2,2,3,2,1
0.507031098,0.552925528,0.387844575,0.611819906,0.261809046,0.293012218,0.346785012,0.482471255,0.527053684,0.638146303,1,5,3,1,2,0,1,2,0,0,1
0.714943683,0.501547319,0.381013433,0.381552321,0.474271483,0.357667595,0.826012451,0.590422319,0.381679089,0.498539609,1,4,3,4,1,1,1,2,3,2,1
0.787109339,0.59028058,0.330012886,0.898266813,0.355962493,0.698869551,0.421261125,0.374173308,0.578643302,0.341139936,1,3,3,3,0,3,4,2,3,4,1
0.751515053,0.590432099,0.224844091,0.526414337,0.57112714,0.541526355,0.588822371,0.391433177,0.22824936,0.634788556,2,5,3,3,3,2,3,2,3,0,1
0.544385267,0.549142394,0.229778703,0.774348371,0.519532208,0.454343308,0.372280349,0.212074514,0.398566235,0.439496601,2,5,3,3,1,0,4,1,3,3,1
0.86744459,0.60066006,0.404689275,0.396881022,0.458417105,0.618092426,0.605975764,0.591206483,0.553827527,0.387099001,1,5,3,3,0,4,3,1,2,3,1
0.657943325,0.397718224,0.245773991,0.359175055,0.369060643,0.664316313,0.146221491,0.588562651,0.573606438,0.327082165,1,4,3,2,1,1,0,1,0,0,1
0.528596687,0.53947918,0.395142701,0.448773097,0.234255411,0.406167602,0.567659709,0.484706485,0.511656503,0.568982537,1,5,3,4,4,1,2,4,3,2,1
0.518112549,0.476354626,0.268817019,0.349150494,0.586588633,0.342914428,0.333168315,0.47508828,0.400631013,0.601187472,2,5,3,0,0,3,2,0,0,1,1
0.735729703,0.429195962,0.448610796,0.442930528,0.517144033,0.573051098,0.49623373,0.685533435,0.734232024,0.610851079,3,3,1,3,2,0,1,2,1,3,1
0.698489044,0.280800274,0.409599791,0.536296341,0.291467762,0.597193721,0.831020725,0.41694021,0.665005777,0.661138483,1,4,3,1,2,1,0,0,0,0,1
0.519951342,0.514179184,0.398936763,0.555653007,0.614850523,0.423142914,0.405968592,0.559045205,0.47959496,0.630868603,3,3,3,4,0,3,2,0,4,0,1
0.534201023,0.496401523,0.268788743,0.878298411,0.407854958,0.233820613,0.447350304,0.380529839,0.290680449,0.591233164,1,5,1,0,2,4,2,4,1,4,1
0.605000207,0.388844653,0.374104464,0.430410686,0.386590272,0.268630284,0.435185036,0.282768703,0.503291433,0.644810322,1,4,3,3,2,3,0,4,0,3,1
0.777358627,0.55347194,0.376332812,0.353367718,0.552794361,0.584518589,0.331247151,0.553955744,0.627088803,0.5243367,1,5,3,4,3,0,4,4,4,4,1
0.673026466,0.366650754,0.235608535,0.481064694,0.562076603,0.625228392,0.414684816,0.319429602,0.640999479,0.537820573,1,5,3,0,2,4,1,3,1,2,1
0.789400898,0.42810779,0.231573024,0.551052467,0.494483201,0.438259968,0.791377075,0.761268183,0.541261087,0.515967575,1,5,0,0,1,0,2,2,0,2,1
0.69389017,0.395549765,0.323284985,0.348720379,0.471132007,0.159930841,0.612909115,0.116990021,0.55779796,0.385426838,1,2,1,4,3,2,1,4,0,4,1
0.625599014,0.522936305,0.479821801,0.430803974,0.370920861,0.397474736,0.752168054,0.628229137,0.611989723,0.623984272,1,5,3,0,2,1,1,4,4,1,1
0.704541722,0.477038275,0.354996998,0.533075506,0.296837599,0.571371039,0.626369496,0.536762225,0.413549433,0.465699413,1,5,3,4,4,0,1,3,1,0,1
0.707923253,0.541719311,0.20571422,0.264941191,0.430300093,0.41118031,0.464441983,0.352892226,0.446707637,0.247857887,1,5,3,0,3,3,3,2,4,2,1
0.619480584,0.312339833,0.413568159,0.602049188,0.523484486,0.715671135,0.287532694,0.461883111,0.439244755,0.536796785,1,5,3,4,1,4,2,1,1,4,1
0.733812415,0.405099723,0.430576812,0.448063823,0.466027415,0.279940472,0.777806779,0.495238312,0.601348841,0.747653635,1,4,3,1,0,2,4,0,1,2,1
0.747125119,0.530471591,0.199924346,0.340857597,0.555541948,0.525447754,0.643350533,0.415091755,0.54418002,0.659258593,1,5,3,4,4,4,4,4,2,2,1
0.710066365,0.57788172,0.428439726,0.532941688,0.571630011,0.744094683,0.330108457,0.504002731,0.288178751,0.150139934,2,5,3,2,0,0,3,0,2,4,1
0.525727508,0.530860537,0.252209045,0.646440182,0.643066559,0.297854197,0.633072063,0.418525047,0.42630245,0.719159606,1,5,3,3,0,4,2,3,3,3,1
0.80106266,0.473124115,0.411462947,0.438491651,0.677929954,0.699529176,0.387257881,0.978453228,0.281255379,0.680087039,1,5,3,0,4,0,3,1,4,3,1
0.768438146,0.468677515,0.340344133,0.652809694,0.69001467,0.590146485,0.550285972,0.342545323,0.573208294,0.429835264,1,2,3,2,3,0,2,0,1,0,1
0.769334518,0.568751416,0.128249157,0.632205923,0.494547049,0.403941319,0.548938371,0.381171712,0.371260113,0.41290631,1,5,3,3,1,3,4,3,0,2,1
0.860918465,0.570871315,0.441275853,0.67676993,0.434227198,0.415356945,0.594889576,0.367565781,0.654675668,0.451889374,1,0,3,3,2,0,1,2,3,4,1
0.615506509,0.44055756,0.199255617,0.291793327,0.489269811,0.460721487,0.615556964,0.599711481,0.484788556,0.473858767,1,5,3,1,2,2,1,2,4,4,1
0.666139373,0.451910996,0.468560504,0.431740049,0.745971893,0.547154935,0.406957743,0.56071824,0.502196412,0.480436904,1,2,3,2,1,3,2,0,2,0,1
0.570723915,0.656237414,0.364499151,0.392445223,0.509975305,0.631455211,0.743489187,0.494237828,0.407941974,0.704163753,1,5,0,4,2,3,4,1,4,4,1
0.682996541,0.478313681,0.268595148,0.830261258,0.318873881,0.509449628,0.51644849,0.378413006,0.55006345,0.488382057,1,5,3,2,3,1,4,2,1,3,1
0.937038424,0.348264789,0.401436699,0.426500927,0.430015578,0.615924561,0.28686227,0.788076898,0.621612696,0.416881646,1,5,3,3,3,4,2,3,0,2,1
0.702636636,0.54096154,0.34151859,0.094593529,0.657285463,0.384410851,0.483548147,0.55930022,0.262209714,0.69327424,1,4,3,4,1,4,0,0,4,0,1
0.659368947,0.628596424,0.263085504,0.682454826,0.411370967,0.700832431,0.709044203,0.515746982,0.397601169,0.387356587,1,5,0,1,4,0,1,3,3,3,1
0.854828039,0.56447792,0.274849867,0.496946582,0.566651157,0.463968082,0.297428799,0.294722728,0.644624904,0.718350101,1,3,3,4,3,4,3,2,3,0,1
1,0.643033899,0.249614241,0.337816479,0.250390454,0.168504125,0.480560294,0.222221774,0.775033605,0.48337142,2,5,3,3,3,4,1,3,0,4,1
0.80372504,0.564099282,0.157037219,0.571712465,0.44600992,0.455916995,0.563252916,0.812450326,0.391591268,0.546075661,1,5,2,3,2,2,1,0,0,0,1
0.676189468,0.536140572,0.313134636,0.256687294,0.490214216,0.527550718,0.548979502,0.545868689,0.455904555,0.617626599,3,5,3,3,0,1,0,3,2,0,1
0.648326655,0.495485866,0.305632581,0.411590201,0.492665844,0.451531076,0.333188822,0.519258795,0.436894823,0.251431389,2,5,3,1,3,0,1,0,4,2,1
0.755273021,0.419030266,0.293847653,0.441043133,0.328654884,0.391974878,0.397796135,0.457400172,0.697330127,0.278279157,1,5,3,2,1,0,4,4,4,4,1
0.779265695,0.49585218,0.234957091,0.695266133,0.625470716,0.429048053,0.785243915,0.208331976,0.263694151,0.595944109,1,5,3,2,0,0,3,4,1,2,1
0.849029765,0.665845767,0.481503009,0.497848471,0.720514322,0.51794953,0.873720282,0.490535338,0.480289131,0.567686892,1,5,3,1,1,0,1,1,2,0,1
0.720878956,0.622162054,0.217248033,0.695925561,0.483677312,0.256954794,0.388247087,0.280981546,0.286665724,0.460303183,1,5,3,3,1,3,0,0,0,1,1
0.805356011,0.421471347,0.237279986,0.608349147,0.562208058,0.489806809,0.509078056,0,0.57832439,0.661948554,1,5,3,3,2,2,2,0,2,4,1
0.57570083,0.606959894,0.508822391,0.625319802,0.381583182,0.279019971,0.752585462,0.475731575,0.257801725,0.442372568,1,2,0,3,4,3,1,4,4,3,1
0.668195886,0.522396083,0.363149771,0.68313374,0.514172012,0.254611051,0.67278201,0.329336622,0.611784368,0.498971722,3,4,3,0,4,4,0,0,2,2,1
0.836012861,0.560569437,0.301582746,0.336509767,0.631279204,0.361085494,0.263990443,0.578355027,0.555517875,0.411679677,1,5,3,1,4,2,3,3,2,2,1
0.66529907,0.408632051,0.593304029,0.373114136,0.559982536,0.797012616,0.587619363,0.454114532,0.608658617,0.458619229,1,5,3,1,3,0,0,3,0,0,1
0.680102553,0.72848978,0.356160118,0.444142065,0.528542956,0.280440701,0.406897766,0.462058539,0.461038675,0.249043948,1,5,3,0,0,2,0,3,2,0,1
0.491026804,0.503887602,0.13615021,0.605119061,0.334690313,0.444688826,0.568837544,0.559446578,0.338273206,0.672695806,1,5,3,4,3,0,1,2,2,3,1
0.728508749,0.409213805,0.471696044,0.407109895,0.693157361,0.343560551,0.283533957,0.452863525,0.598893768,0.608266554,1,4,3,4,2,2,3,0,2,3,1
0.606338295,0.690146345,0.333657652,0.496888728,0.676813493,0.393681468,0.184113548,0.451625247,0.476935356,0.369887831,1,3,0,1,1,0,0,4,3,3,1
0.527655038,0.272751258,0.358093035,0.556213012,0.456724426,0.378083769,0.287275774,0.551370777,0.364087028,0.543434566,1,5,3,0,4,4,3,1,3,1,1
0.573774157,0.548941042,0.457574762,0.599846904,0.436952873,0.616215385,0.249411411,0.539590919,0.607212719,0.693748587,2,5,3,4,1,4,3,4,1,4,1
0.862736111,0.268731027,0.30916058,0.473003426,0.390620675,0.556365899,0.479433171,0.496039416,0.55861037,0.466845999,2,5,3,2,2,0,1,3,1,1,1
0.520398434,0.4987346,0.385575164,0.617572818,0.38647564,0.244098044,0.614112446,0.622126382,0.803278428,0.671257283,0,1,0,1,2,2,4,2,3,3,1
0.644084381,0.517877382,0.412210157,0.601711307,0.537564871,0.418848013,0.483017649,0.499916467,0.566780423,0.714970793,1,5,3,2,4,4,4,3,1,3,1
0.766401853,0.441679228,0.342830051,0.647168332,0.427546692,0.168649471,0.686495622,0.519611875,0.805446107,0.631330233,1,0,3,1,1,2,2,2,3,0,1
0.652699177,0.611480338,0.287839114,0.683343602,0.388576771,0.124901607,0.135225916,0.301870818,0.393677839,0.407087473,1,5,3,3,2,3,4,0,3,3,1
0.83538858,0.354860511,0.269310728,0.201929772,0.415810076,0.579871096,0.501009779,0.519883454,0.468392538,0.576337273,1,5,3,0,3,2,1,3,1,2,1
0.554788149,0.671948074,0.33619054,0.299885788,0.346672899,0.551284015,0.760825226,0.51919512,0.525938546,0.621802761,1,5,3,4,4,2,2,3,0,3,1
0.705035642,0.517685779,0.360718403,0.456063689,0.5132466,0.630102997,0.750226118,0.465777682,0.486434385,0.746006144,2,5,3,1,3,3,2,4,4,2,1
0.646018794,0.438723294,0.193810475,0.613332834,0.587310893,0.339594109,0.577185767,0.091608841,0.490043913,0.52945849,1,5,3,0,2,4,4,1,2,4,1
0.596655804,0.486729313,0.418504433,0.668483881,0.619645652,0.18646954,0.444246867,0.505779841,0.572827114,0.502031553,2,5,3,3,1,2,1,1,3,2,1
0.510385183,0.460454722,0.185036345,0.672119896,0.539888647,0.241250279,0.219933319,0.453597256,0.40509631,0.441655223,1,5,3,3,4,3,2,2,2,3,1
